#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated from PArthENoPE by Ofelia Pisanti May 2017. Errors are not given. 
#neutron lifetime of 880.2 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes
#Mapping between ombh2, Yp and eta10 is not quite consistent to 0.1% level except at DeltaN=0
#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err_D/H

     0.03294      9.01821     -1.00000      0.23458      0.23587      0.00000    1.038e-05     0.00e+00
     0.03394      9.29149     -1.00000      0.23485      0.23614      0.00000    9.775e-06     0.00e+00
     0.03494      9.56477     -1.00000      0.23510      0.23639      0.00000    9.218e-06     0.00e+00
     0.03594      9.83804     -1.00000      0.23536      0.23665      0.00000    8.700e-06     0.00e+00
     0.03693     10.11130     -1.00000      0.23562      0.23691      0.00000    8.217e-06     0.00e+00
     0.03793     10.38460     -1.00000      0.23587      0.23716      0.00000    7.767e-06     0.00e+00
     0.03893     10.65790     -1.00000      0.23608      0.23737      0.00000    7.346e-06     0.00e+00
     0.03993     10.93120     -1.00000      0.23633      0.23762      0.00000    6.953e-06     0.00e+00
     0.00499      1.36640      0.00000      0.22688      0.22814      0.00000    2.792e-04     0.00e+00
     0.00599      1.63967      0.00000      0.22997      0.23124      0.00000    2.064e-04     0.00e+00
     0.00699      1.91295      0.00000      0.23227      0.23355      0.00000    1.602e-04     0.00e+00
     0.00799      2.18623      0.00000      0.23410      0.23538      0.00000    1.289e-04     0.00e+00
     0.00898      2.45951      0.00000      0.23562      0.23691      0.00000    1.066e-04     0.00e+00
     0.00998      2.73279      0.00000      0.23691      0.23821      0.00000    9.000e-05     0.00e+00
     0.01098      3.00607      0.00000      0.23802      0.23932      0.00000    7.730e-05     0.00e+00
     0.01198      3.27935      0.00000      0.23900      0.24030      0.00000    6.729e-05     0.00e+00
     0.01298      3.55263      0.00000      0.23988      0.24119      0.00000    5.925e-05     0.00e+00
     0.01398      3.82591      0.00000      0.24067      0.24198      0.00000    5.267e-05     0.00e+00
     0.01497      4.09918      0.00000      0.24141      0.24272      0.00000    4.718e-05     0.00e+00
     0.01597      4.37246      0.00000      0.24207      0.24338      0.00000    4.256e-05     0.00e+00
     0.01697      4.64574      0.00000      0.24267      0.24399      0.00000    3.861e-05     0.00e+00
     0.01797      4.91902      0.00000      0.24327      0.24459      0.00000    3.520e-05     0.00e+00
     0.01897      5.19230      0.00000      0.24379      0.24511      0.00000    3.224e-05     0.00e+00
     0.01997      5.46558      0.00000      0.24431      0.24563      0.00000    2.964e-05     0.00e+00
     0.02021      5.53390      0.00000      0.24442      0.24574      0.00000    2.904e-05     0.00e+00
     0.02046      5.60222      0.00000      0.24453      0.24585      0.00000    2.846e-05     0.00e+00
     0.02071      5.67054      0.00000      0.24467      0.24599      0.00000    2.789e-05     0.00e+00
     0.02096      5.73886      0.00000      0.24478      0.24610      0.00000    2.734e-05     0.00e+00
     0.02121      5.80718      0.00000      0.24490      0.24622      0.00000    2.681e-05     0.00e+00
     0.02146      5.87550      0.00000      0.24499      0.24632      0.00000    2.629e-05     0.00e+00
     0.02171      5.94382      0.00000      0.24510      0.24643      0.00000    2.579e-05     0.00e+00
     0.02196      6.01214      0.00000      0.24521      0.24654      0.00000    2.530e-05     0.00e+00
     0.02221      6.08046      0.00000      0.24532      0.24665      0.00000    2.483e-05     0.00e+00
     0.02246      6.14878      0.00000      0.24544      0.24677      0.00000    2.436e-05     0.00e+00
     0.02271      6.21710      0.00000      0.24553      0.24686      0.00000    2.391e-05     0.00e+00
     0.02296      6.28542      0.00000      0.24565      0.24698      0.00000    2.348e-05     0.00e+00
     0.02321      6.35374      0.00000      0.24575      0.24708      0.00000    2.305e-05     0.00e+00
     0.02346      6.42206      0.00000      0.24584      0.24717      0.00000    2.263e-05     0.00e+00
     0.02371      6.49038      0.00000      0.24594      0.24727      0.00000    2.223e-05     0.00e+00
     0.02396      6.55870      0.00000      0.24604      0.24737      0.00000    2.184e-05     0.00e+00
     0.02496      6.83198      0.00000      0.24644      0.24777      0.00000    2.035e-05     0.00e+00
     0.02595      7.10525      0.00000      0.24681      0.24814      0.00000    1.901e-05     0.00e+00
     0.02695      7.37853      0.00000      0.24717      0.24850      0.00000    1.779e-05     0.00e+00
     0.02795      7.65181      0.00000      0.24749      0.24882      0.00000    1.667e-05     0.00e+00
     0.02895      7.92509      0.00000      0.24781      0.24915      0.00000    1.565e-05     0.00e+00
     0.02995      8.19837      0.00000      0.24814      0.24948      0.00000    1.471e-05     0.00e+00
     0.03094      8.47165      0.00000      0.24844      0.24978      0.00000    1.385e-05     0.00e+00
     0.03194      8.74493      0.00000      0.24871      0.25005      0.00000    1.305e-05     0.00e+00
     0.03294      9.01821      0.00000      0.24901      0.25035      0.00000    1.231e-05     0.00e+00
     0.03394      9.29149      0.00000      0.24928      0.25062      0.00000    1.162e-05     0.00e+00
     0.03494      9.56477      0.00000      0.24953      0.25087      0.00000    1.099e-05     0.00e+00
     0.03594      9.83804      0.00000      0.24980      0.25114      0.00000    1.039e-05     0.00e+00
     0.03693     10.11130      0.00000      0.25004      0.25138      0.00000    9.841e-06     0.00e+00
     0.03793     10.38460      0.00000      0.25027      0.25161      0.00000    9.324e-06     0.00e+00
     0.03893     10.65790      0.00000      0.25051      0.25185      0.00000    8.841e-06     0.00e+00
     0.03993     10.93120      0.00000      0.25074      0.25209      0.00000    8.388e-06     0.00e+00
     0.00499      1.36640      1.00000      0.23892      0.24022      0.00000    3.226e-04     0.00e+00
     0.00599      1.63967      1.00000      0.24217      0.24348      0.00000    2.376e-04     0.00e+00
     0.00699      1.91295      1.00000      0.24456      0.24588      0.00000    1.837e-04     0.00e+00
     0.00799      2.18623      1.00000      0.24647      0.24780      0.00000    1.474e-04     0.00e+00
     0.00898      2.45951      1.00000      0.24801      0.24935      0.00000    1.215e-04     0.00e+00
     0.00998      2.73279      1.00000      0.24933      0.25067      0.00000    1.024e-04     0.00e+00
     0.01098      3.00607      1.00000      0.25048      0.25182      0.00000    8.785e-05     0.00e+00
     0.01198      3.27935      1.00000      0.25147      0.25282      0.00000    7.641e-05     0.00e+00
     0.01298      3.55263      1.00000      0.25235      0.25370      0.00000    6.723e-05     0.00e+00
     0.01398      3.82591      1.00000      0.25318      0.25453      0.00000    5.975e-05     0.00e+00
     0.01497      4.09918      1.00000      0.25389      0.25525      0.00000    5.350e-05     0.00e+00
     0.01597      4.37246      1.00000      0.25457      0.25593      0.00000    4.827e-05     0.00e+00
     0.01697      4.64574      1.00000      0.25520      0.25656      0.00000    4.380e-05     0.00e+00
     0.01797      4.91902      1.00000      0.25578      0.25714      0.00000    3.994e-05     0.00e+00
     0.01897      5.19230      1.00000      0.25629      0.25766      0.00000    3.660e-05     0.00e+00
     0.01997      5.46558      1.00000      0.25679      0.25816      0.00000    3.369e-05     0.00e+00
     0.02021      5.53390      1.00000      0.25693      0.25830      0.00000    3.300e-05     0.00e+00
     0.02046      5.60222      1.00000      0.25703      0.25840      0.00000    3.235e-05     0.00e+00
     0.02071      5.67054      1.00000      0.25717      0.25854      0.00000    3.171e-05     0.00e+00
     0.02096      5.73886      1.00000      0.25727      0.25864      0.00000    3.109e-05     0.00e+00
     0.02121      5.80718      1.00000      0.25738      0.25875      0.00000    3.049e-05     0.00e+00
     0.02146      5.87550      1.00000      0.25750      0.25887      0.00000    2.991e-05     0.00e+00
     0.02171      5.94382      1.00000      0.25762      0.25899      0.00000    2.935e-05     0.00e+00
     0.02196      6.01214      1.00000      0.25773      0.25910      0.00000    2.880e-05     0.00e+00
     0.02221      6.08046      1.00000      0.25783      0.25920      0.00000    2.826e-05     0.00e+00
     0.02246      6.14878      1.00000      0.25794      0.25931      0.00000    2.774e-05     0.00e+00
     0.02271      6.21710      1.00000      0.25804      0.25941      0.00000    2.724e-05     0.00e+00
     0.02296      6.28542      1.00000      0.25815      0.25952      0.00000    2.675e-05     0.00e+00
     0.02321      6.35374      1.00000      0.25827      0.25964      0.00000    2.627e-05     0.00e+00
     0.02346      6.42206      1.00000      0.25837      0.25974      0.00000    2.580e-05     0.00e+00
     0.02371      6.49038      1.00000      0.25846      0.25983      0.00000    2.535e-05     0.00e+00
     0.02396      6.55870      1.00000      0.25855      0.25992      0.00000    2.491e-05     0.00e+00
     0.02496      6.83198      1.00000      0.25895      0.26032      0.00000    2.324e-05     0.00e+00
     0.02595      7.10525      1.00000      0.25929      0.26067      0.00000    2.174e-05     0.00e+00
     0.02695      7.37853      1.00000      0.25967      0.26105      0.00000    2.037e-05     0.00e+00
     0.02795      7.65181      1.00000      0.26000      0.26138      0.00000    1.912e-05     0.00e+00
     0.02895      7.92509      1.00000      0.26032      0.26170      0.00000    1.797e-05     0.00e+00
     0.02995      8.19837      1.00000      0.26062      0.26200      0.00000    1.692e-05     0.00e+00
     0.03094      8.47165      1.00000      0.26093      0.26231      0.00000    1.595e-05     0.00e+00
     0.03194      8.74493      1.00000      0.26122      0.26260      0.00000    1.506e-05     0.00e+00
     0.03294      9.01821      1.00000      0.26150      0.26288      0.00000    1.423e-05     0.00e+00
     0.03394      9.29149      1.00000      0.26175      0.26313      0.00000    1.346e-05     0.00e+00
     0.03494      9.56477      1.00000      0.26202      0.26341      0.00000    1.274e-05     0.00e+00
     0.03594      9.83804      1.00000      0.26227      0.26366      0.00000    1.208e-05     0.00e+00
     0.03693     10.11130      1.00000      0.26252      0.26391      0.00000    1.146e-05     0.00e+00
     0.03793     10.38460      1.00000      0.26274      0.26413      0.00000    1.087e-05     0.00e+00
     0.03893     10.65790      1.00000      0.26299      0.26438      0.00000    1.033e-05     0.00e+00
     0.03993     10.93120      1.00000      0.26320      0.26459      0.00000    9.819e-06     0.00e+00
     0.00499      1.36640      2.00000      0.24951      0.25085      0.00000    3.677e-04     0.00e+00
     0.00599      1.63967      2.00000      0.25289      0.25424      0.00000    2.699e-04     0.00e+00
     0.00699      1.91295      2.00000      0.25540      0.25676      0.00000    2.080e-04     0.00e+00
     0.00799      2.18623      2.00000      0.25736      0.25873      0.00000    1.663e-04     0.00e+00
     0.00898      2.45951      2.00000      0.25894      0.26031      0.00000    1.368e-04     0.00e+00
     0.00998      2.73279      2.00000      0.26029      0.26167      0.00000    1.151e-04     0.00e+00
     0.01098      3.00607      2.00000      0.26144      0.26282      0.00000    9.858e-05     0.00e+00
     0.01198      3.27935      2.00000      0.26244      0.26383      0.00000    8.566e-05     0.00e+00
     0.01298      3.55263      2.00000      0.26336      0.26475      0.00000    7.529e-05     0.00e+00
     0.01398      3.82591      2.00000      0.26418      0.26557      0.00000    6.685e-05     0.00e+00
     0.01497      4.09918      2.00000      0.26490      0.26629      0.00000    5.986e-05     0.00e+00
     0.01597      4.37246      2.00000      0.26557      0.26697      0.00000    5.398e-05     0.00e+00
     0.01697      4.64574      2.00000      0.26619      0.26759      0.00000    4.898e-05     0.00e+00
     0.01797      4.91902      2.00000      0.26679      0.26819      0.00000    4.469e-05     0.00e+00
     0.01897      5.19230      2.00000      0.26731      0.26871      0.00000    4.096e-05     0.00e+00
     0.01997      5.46558      2.00000      0.26782      0.26922      0.00000    3.770e-05     0.00e+00
     0.02021      5.53390      2.00000      0.26795      0.26935      0.00000    3.694e-05     0.00e+00
     0.02046      5.60222      2.00000      0.26807      0.26948      0.00000    3.622e-05     0.00e+00
     0.02071      5.67054      2.00000      0.26816      0.26957      0.00000    3.551e-05     0.00e+00
     0.02096      5.73886      2.00000      0.26830      0.26971      0.00000    3.482e-05     0.00e+00
     0.02121      5.80718      2.00000      0.26839      0.26980      0.00000    3.416e-05     0.00e+00
     0.02146      5.87550      2.00000      0.26852      0.26993      0.00000    3.352e-05     0.00e+00
     0.02171      5.94382      2.00000      0.26864      0.27005      0.00000    3.288e-05     0.00e+00
     0.02196      6.01214      2.00000      0.26875      0.27016      0.00000    3.228e-05     0.00e+00
     0.02221      6.08046      2.00000      0.26884      0.27025      0.00000    3.168e-05     0.00e+00
     0.02246      6.14878      2.00000      0.26894      0.27035      0.00000    3.110e-05     0.00e+00
     0.02271      6.21710      2.00000      0.26905      0.27046      0.00000    3.054e-05     0.00e+00
     0.02296      6.28542      2.00000      0.26918      0.27059      0.00000    3.000e-05     0.00e+00
     0.02321      6.35374      2.00000      0.26927      0.27068      0.00000    2.946e-05     0.00e+00
     0.02346      6.42206      2.00000      0.26938      0.27079      0.00000    2.895e-05     0.00e+00
     0.02371      6.49038      2.00000      0.26946      0.27087      0.00000    2.845e-05     0.00e+00
     0.02396      6.55870      2.00000      0.26956      0.27097      0.00000    2.795e-05     0.00e+00
     0.02496      6.83198      2.00000      0.26996      0.27137      0.00000    2.611e-05     0.00e+00
     0.02595      7.10525      2.00000      0.27031      0.27172      0.00000    2.444e-05     0.00e+00
     0.02695      7.37853      2.00000      0.27067      0.27208      0.00000    2.293e-05     0.00e+00
     0.02795      7.65181      2.00000      0.27101      0.27242      0.00000    2.154e-05     0.00e+00
     0.02895      7.92509      2.00000      0.27132      0.27274      0.00000    2.027e-05     0.00e+00
     0.02995      8.19837      2.00000      0.27161      0.27303      0.00000    1.911e-05     0.00e+00
     0.03094      8.47165      2.00000      0.27191      0.27333      0.00000    1.804e-05     0.00e+00
     0.03194      8.74493      2.00000      0.27222      0.27364      0.00000    1.705e-05     0.00e+00
     0.03294      9.01821      2.00000      0.27248      0.27390      0.00000    1.613e-05     0.00e+00
     0.03394      9.29149      2.00000      0.27276      0.27418      0.00000    1.528e-05     0.00e+00
     0.03494      9.56477      2.00000      0.27303      0.27445      0.00000    1.448e-05     0.00e+00
     0.03594      9.83804      2.00000      0.27327      0.27469      0.00000    1.375e-05     0.00e+00
     0.03693     10.11130      2.00000      0.27351      0.27493      0.00000    1.306e-05     0.00e+00
     0.03793     10.38460      2.00000      0.27375      0.27517      0.00000    1.241e-05     0.00e+00
     0.03893     10.65790      2.00000      0.27398      0.27540      0.00000    1.181e-05     0.00e+00
     0.03993     10.93120      2.00000      0.27419      0.27562      0.00000    1.124e-05     0.00e+00
     0.00499      1.36640      3.00000      0.25892      0.26029      0.00000    4.145e-04     0.00e+00
     0.00599      1.63967      3.00000      0.26245      0.26384      0.00000    3.032e-04     0.00e+00
     0.00699      1.91295      3.00000      0.26504      0.26644      0.00000    2.330e-04     0.00e+00
     0.00799      2.18623      3.00000      0.26706      0.26846      0.00000    1.858e-04     0.00e+00
     0.00898      2.45951      3.00000      0.26871      0.27012      0.00000    1.526e-04     0.00e+00
     0.00998      2.73279      3.00000      0.27008      0.27149      0.00000    1.281e-04     0.00e+00
     0.01098      3.00607      3.00000      0.27123      0.27265      0.00000    1.095e-04     0.00e+00
