#    L    TT             EE             BB             TE             PP             TP             EP          
    35   0.153197E-09   0.486876E-14   0.000000E+00   0.260197E-12   0.138760E-06   0.395034E-09  -0.276273E-12
    36   0.155530E-09   0.535962E-14   0.000000E+00   0.258219E-12   0.138687E-06   0.385529E-09  -0.293074E-12
    37   0.157899E-09   0.588661E-14   0.000000E+00   0.254725E-12   0.138567E-06   0.376471E-09  -0.254322E-12
    38   0.160320E-09   0.644816E-14   0.000000E+00   0.249985E-12   0.138404E-06   0.367941E-09  -0.182980E-12
    39   0.162776E-09   0.704293E-14   0.000000E+00   0.243995E-12   0.138201E-06   0.359838E-09  -0.106405E-12
    40   0.165251E-09   0.766999E-14   0.000000E+00   0.236545E-12   0.137961E-06   0.352065E-09  -0.516049E-13
    41   0.167730E-09   0.832894E-14   0.000000E+00   0.227491E-12   0.137686E-06   0.344529E-09  -0.382890E-13
    42   0.170217E-09   0.902143E-14   0.000000E+00   0.216944E-12   0.137378E-06   0.337171E-09  -0.573109E-13
    43   0.172719E-09   0.974960E-14   0.000000E+00   0.205025E-12   0.137037E-06   0.329958E-09  -0.920081E-13
    44   0.175248E-09   0.105153E-13   0.000000E+00   0.191639E-12   0.136664E-06   0.322942E-09  -0.124321E-12
    45   0.177818E-09   0.113200E-13   0.000000E+00   0.176650E-12   0.136261E-06   0.316173E-09  -0.139547E-12
    46   0.180428E-09   0.121646E-13   0.000000E+00   0.159989E-12   0.135833E-06   0.309618E-09  -0.137659E-12
    47   0.183072E-09   0.130493E-13   0.000000E+00   0.141605E-12   0.135385E-06   0.303245E-09  -0.124148E-12
    48   0.185741E-09   0.139732E-13   0.000000E+00   0.121449E-12   0.134917E-06   0.297120E-09  -0.111926E-12
    49   0.188428E-09   0.149353E-13   0.000000E+00   0.994820E-13   0.134430E-06   0.291294E-09  -0.113867E-12
    50   0.191135E-09   0.159361E-13   0.000000E+00   0.756837E-13   0.133925E-06   0.285659E-09  -0.135364E-12
    51   0.193866E-09   0.169762E-13   0.000000E+00   0.500667E-13   0.133404E-06   0.280104E-09  -0.177508E-12
    52   0.196616E-09   0.180560E-13   0.000000E+00   0.227480E-13   0.132867E-06   0.274651E-09  -0.231680E-12
    53   0.199379E-09   0.191754E-13   0.000000E+00  -0.615756E-14   0.132315E-06   0.269349E-09  -0.286640E-12
    54   0.202156E-09   0.203344E-13   0.000000E+00  -0.366508E-13   0.131750E-06   0.264241E-09  -0.330314E-12
    55   0.204950E-09   0.215332E-13   0.000000E+00  -0.687823E-13   0.131173E-06   0.259347E-09  -0.352243E-12
    56   0.207779E-09   0.227712E-13   0.000000E+00  -0.102688E-12   0.130586E-06   0.254625E-09  -0.349187E-12
    57   0.210657E-09   0.240482E-13   0.000000E+00  -0.138500E-12   0.129987E-06   0.250047E-09  -0.321375E-12
    58   0.213578E-09   0.253644E-13   0.000000E+00  -0.176258E-12   0.129378E-06   0.245678E-09  -0.275700E-12
    59   0.216530E-09   0.267201E-13   0.000000E+00  -0.215963E-12   0.128758E-06   0.241574E-09  -0.221513E-12
    60   0.219510E-09   0.281146E-13   0.000000E+00  -0.257560E-12   0.128129E-06   0.237632E-09  -0.171363E-12
    61   0.222518E-09   0.295472E-13   0.000000E+00  -0.300986E-12   0.127492E-06   0.233736E-09  -0.136496E-12
    62   0.225551E-09   0.310172E-13   0.000000E+00  -0.346194E-12   0.126847E-06   0.229870E-09  -0.119775E-12
    63   0.228607E-09   0.325240E-13   0.000000E+00  -0.393143E-12   0.126196E-06   0.226042E-09  -0.121972E-12
    64   0.231682E-09   0.340669E-13   0.000000E+00  -0.441791E-12   0.125541E-06   0.222262E-09  -0.143856E-12
    65   0.234775E-09   0.356455E-13   0.000000E+00  -0.492104E-12   0.124881E-06   0.218539E-09  -0.184627E-12
    66   0.237889E-09   0.372586E-13   0.000000E+00  -0.544078E-12   0.124219E-06   0.214891E-09  -0.237185E-12
    67   0.241029E-09   0.389054E-13   0.000000E+00  -0.597716E-12   0.123553E-06   0.211335E-09  -0.292872E-12
    68   0.244200E-09   0.405848E-13   0.000000E+00  -0.653022E-12   0.122884E-06   0.207891E-09  -0.343038E-12
    69   0.247406E-09   0.422960E-13   0.000000E+00  -0.710004E-12   0.122211E-06   0.204571E-09  -0.380453E-12
    70   0.250653E-09   0.440383E-13   0.000000E+00  -0.768696E-12   0.121537E-06   0.201375E-09  -0.403522E-12
    71   0.253944E-09   0.458113E-13   0.000000E+00  -0.829137E-12   0.120861E-06   0.198295E-09  -0.412054E-12
    72   0.257284E-09   0.476145E-13   0.000000E+00  -0.891363E-12   0.120183E-06   0.195326E-09  -0.405861E-12
    73   0.260674E-09   0.494472E-13   0.000000E+00  -0.955380E-12   0.119505E-06   0.192459E-09  -0.385650E-12
    74   0.264101E-09   0.513079E-13   0.000000E+00  -0.102105E-11   0.118826E-06   0.189680E-09  -0.355720E-12
    75   0.267551E-09   0.531950E-13   0.000000E+00  -0.108819E-11   0.118146E-06   0.186970E-09  -0.321263E-12
    76   0.271008E-09   0.551066E-13   0.000000E+00  -0.115664E-11   0.117466E-06   0.184311E-09  -0.287462E-12
    77   0.274462E-09   0.570412E-13   0.000000E+00  -0.122626E-11   0.116785E-06   0.181691E-09  -0.258843E-12
    78   0.277922E-09   0.589971E-13   0.000000E+00  -0.129708E-11   0.116104E-06   0.179105E-09  -0.237293E-12
    79   0.281405E-09   0.609727E-13   0.000000E+00  -0.136917E-11   0.115423E-06   0.176554E-09  -0.224047E-12
    80   0.284925E-09   0.629664E-13   0.000000E+00  -0.144262E-11   0.114742E-06   0.174040E-09  -0.220334E-12
    81   0.288494E-09   0.649766E-13   0.000000E+00  -0.151747E-11   0.114062E-06   0.171562E-09  -0.226804E-12
    82   0.292113E-09   0.670019E-13   0.000000E+00  -0.159366E-11   0.113384E-06   0.169126E-09  -0.241775E-12
    83   0.295776E-09   0.690407E-13   0.000000E+00  -0.167113E-11   0.112706E-06   0.166735E-09  -0.262988E-12
    84   0.299480E-09   0.710915E-13   0.000000E+00  -0.174978E-11   0.112030E-06   0.164392E-09  -0.288184E-12
    85   0.303221E-09   0.731527E-13   0.000000E+00  -0.182956E-11   0.111356E-06   0.162102E-09  -0.315108E-12
    86   0.306996E-09   0.752230E-13   0.000000E+00  -0.191037E-11   0.110685E-06   0.159870E-09  -0.341506E-12
    87   0.310800E-09   0.773007E-13   0.000000E+00  -0.199214E-11   0.110015E-06   0.157698E-09  -0.365124E-12
    88   0.314630E-09   0.793842E-13   0.000000E+00  -0.207480E-11   0.109349E-06   0.155591E-09  -0.384162E-12
    89   0.318487E-09   0.814719E-13   0.000000E+00  -0.215829E-11   0.108685E-06   0.153545E-09  -0.398618E-12
    90   0.322371E-09   0.835616E-13   0.000000E+00  -0.224257E-11   0.108023E-06   0.151557E-09  -0.408939E-12
    91   0.326283E-09   0.856516E-13   0.000000E+00  -0.232757E-11   0.107365E-06   0.149623E-09  -0.415573E-12
    92   0.330223E-09   0.877399E-13   0.000000E+00  -0.241326E-11   0.106710E-06   0.147741E-09  -0.418964E-12
    93   0.334193E-09   0.898245E-13   0.000000E+00  -0.249957E-11   0.106058E-06   0.145906E-09  -0.419559E-12
    94   0.338192E-09   0.919037E-13   0.000000E+00  -0.258647E-11   0.105409E-06   0.144115E-09  -0.417805E-12
    95   0.342222E-09   0.939754E-13   0.000000E+00  -0.267389E-11   0.104763E-06   0.142365E-09  -0.414128E-12
    96   0.346282E-09   0.960377E-13   0.000000E+00  -0.276177E-11   0.104121E-06   0.140653E-09  -0.408889E-12
    97   0.350372E-09   0.980886E-13   0.000000E+00  -0.285005E-11   0.103482E-06   0.138978E-09  -0.402431E-12
    98   0.354493E-09   0.100126E-12   0.000000E+00  -0.293867E-11   0.102846E-06   0.137337E-09  -0.395095E-12
    99   0.358642E-09   0.102148E-12   0.000000E+00  -0.302756E-11   0.102214E-06   0.135731E-09  -0.387224E-12
   100   0.362821E-09   0.104153E-12   0.000000E+00  -0.311665E-11   0.101584E-06   0.134155E-09  -0.379160E-12
   101   0.367029E-09   0.106139E-12   0.000000E+00  -0.320587E-11   0.100959E-06   0.132610E-09  -0.371244E-12
   102   0.371266E-09   0.108103E-12   0.000000E+00  -0.329518E-11   0.100336E-06   0.131092E-09  -0.363783E-12
   103   0.375530E-09   0.110045E-12   0.000000E+00  -0.338447E-11   0.997172E-07   0.129601E-09  -0.356942E-12
   104   0.379821E-09   0.111961E-12   0.000000E+00  -0.347369E-11   0.991018E-07   0.128135E-09  -0.350852E-12
   105   0.384138E-09   0.113850E-12   0.000000E+00  -0.356276E-11   0.984900E-07   0.126694E-09  -0.345644E-12
   106   0.388480E-09   0.115710E-12   0.000000E+00  -0.365159E-11   0.978820E-07   0.125275E-09  -0.341449E-12
   107   0.392846E-09   0.117540E-12   0.000000E+00  -0.374012E-11   0.972777E-07   0.123877E-09  -0.338396E-12
   108   0.397234E-09   0.119337E-12   0.000000E+00  -0.382827E-11   0.966774E-07   0.122500E-09  -0.336617E-12
   109   0.401645E-09   0.121100E-12   0.000000E+00  -0.391595E-11   0.960811E-07   0.121142E-09  -0.336221E-12
   110   0.406077E-09   0.122826E-12   0.000000E+00  -0.400310E-11   0.954889E-07   0.119804E-09  -0.337238E-12
   111   0.410529E-09   0.124514E-12   0.000000E+00  -0.408965E-11   0.949008E-07   0.118484E-09  -0.339679E-12
   112   0.415001E-09   0.126163E-12   0.000000E+00  -0.417550E-11   0.943169E-07   0.117183E-09  -0.343552E-12
   113   0.419492E-09   0.127770E-12   0.000000E+00  -0.426060E-11   0.937371E-07   0.115902E-09  -0.348868E-12
   114   0.424001E-09   0.129333E-12   0.000000E+00  -0.434486E-11   0.931617E-07   0.114639E-09  -0.355637E-12
   115   0.428527E-09   0.130852E-12   0.000000E+00  -0.442821E-11   0.925905E-07   0.113397E-09  -0.363868E-12
   116   0.433070E-09   0.132325E-12   0.000000E+00  -0.451058E-11   0.920237E-07   0.112173E-09  -0.373486E-12
   117   0.437629E-09   0.133749E-12   0.000000E+00  -0.459189E-11   0.914612E-07   0.110970E-09  -0.384075E-12
   118   0.442202E-09   0.135124E-12   0.000000E+00  -0.467206E-11   0.909028E-07   0.109788E-09  -0.395134E-12
   119   0.446789E-09   0.136448E-12   0.000000E+00  -0.475103E-11   0.903486E-07   0.108627E-09  -0.406164E-12
   120   0.451389E-09   0.137720E-12   0.000000E+00  -0.482872E-11   0.897983E-07   0.107489E-09  -0.416662E-12
   121   0.456001E-09   0.138938E-12   0.000000E+00  -0.490505E-11   0.892519E-07   0.106374E-09  -0.426130E-12
   122   0.460623E-09   0.140101E-12   0.000000E+00  -0.497996E-11   0.887093E-07   0.105282E-09  -0.434068E-12
   123   0.465255E-09   0.141208E-12   0.000000E+00  -0.505337E-11   0.881705E-07   0.104215E-09  -0.440080E-12
   124   0.469896E-09   0.142257E-12   0.000000E+00  -0.512520E-11   0.876354E-07   0.103171E-09  -0.444193E-12
   125   0.474544E-09   0.143248E-12   0.000000E+00  -0.519539E-11   0.871042E-07   0.102149E-09  -0.446539E-12
   126   0.479199E-09   0.144179E-12   0.000000E+00  -0.526387E-11   0.865768E-07   0.101147E-09  -0.447247E-12
   127   0.483859E-09   0.145050E-12   0.000000E+00  -0.533056E-11   0.860535E-07   0.100165E-09  -0.446450E-12
   128   0.488523E-09   0.145859E-12   0.000000E+00  -0.539540E-11   0.855342E-07   0.992008E-10  -0.444278E-12
   129   0.493191E-09   0.146606E-12   0.000000E+00  -0.545832E-11   0.850190E-07   0.982535E-10  -0.440862E-12
   130   0.497861E-09   0.147289E-12   0.000000E+00  -0.551924E-11   0.845079E-07   0.973218E-10  -0.436367E-12
   131   0.502531E-09   0.147908E-12   0.000000E+00  -0.557810E-11   0.840010E-07   0.964045E-10  -0.431089E-12
   132   0.507202E-09   0.148463E-12   0.000000E+00  -0.563483E-11   0.834982E-07   0.955008E-10  -0.425359E-12
   133   0.511871E-09   0.148952E-12   0.000000E+00  -0.568937E-11   0.829995E-07   0.946095E-10  -0.419507E-12
   134   0.516538E-09   0.149377E-12   0.000000E+00  -0.574164E-11   0.825049E-07   0.937297E-10  -0.413863E-12
   135   0.521201E-09   0.149735E-12   0.000000E+00  -0.579160E-11   0.820143E-07   0.928604E-10  -0.408757E-12
   136   0.525860E-09   0.150027E-12   0.000000E+00  -0.583916E-11   0.815277E-07   0.920006E-10  -0.404519E-12
   137   0.530513E-09   0.150252E-12   0.000000E+00  -0.588426E-11   0.810451E-07   0.911495E-10  -0.401404E-12
   138   0.535159E-09   0.150411E-12   0.000000E+00  -0.592685E-11   0.805664E-07   0.903066E-10  -0.399368E-12
   139   0.539796E-09   0.150503E-12   0.000000E+00  -0.596687E-11   0.800917E-07   0.894719E-10  -0.398293E-12
   140   0.544425E-09   0.150528E-12   0.000000E+00  -0.600426E-11   0.796209E-07   0.886451E-10  -0.398061E-12
   141   0.549043E-09   0.150488E-12   0.000000E+00  -0.603897E-11   0.791540E-07   0.878260E-10  -0.398555E-12
   142   0.553649E-09   0.150381E-12   0.000000E+00  -0.607093E-11   0.786909E-07   0.870143E-10  -0.399655E-12
   143   0.558243E-09   0.150208E-12   0.000000E+00  -0.610010E-11   0.782317E-07   0.862101E-10  -0.401244E-12
   144   0.562822E-09   0.149970E-12   0.000000E+00  -0.612642E-11   0.777763E-07   0.854130E-10  -0.403188E-12
   145   0.567386E-09   0.149666E-12   0.000000E+00  -0.614982E-11   0.773247E-07   0.846239E-10  -0.405291E-12
   146   0.571931E-09   0.149298E-12   0.000000E+00  -0.617027E-11   0.768766E-07   0.838435E-10  -0.407338E-12
   147   0.576456E-09   0.148867E-12   0.000000E+00  -0.618769E-11   0.764320E-07   0.830726E-10  -0.409117E-12
   148   0.580959E-09   0.148373E-12   0.000000E+00  -0.620204E-11   0.759908E-07   0.823120E-10  -0.410414E-12
   149   0.585438E-09   0.147817E-12   0.000000E+00  -0.621326E-11   0.755529E-07   0.815625E-10  -0.411018E-12
   150   0.589891E-09   0.147200E-12   0.000000E+00  -0.622129E-11   0.751181E-07   0.808248E-10  -0.410714E-12
   151   0.594315E-09   0.146523E-12   0.000000E+00  -0.622609E-11   0.746864E-07   0.800996E-10  -0.409336E-12
   152   0.598711E-09   0.145787E-12   0.000000E+00  -0.622762E-11   0.742578E-07   0.793866E-10  -0.406896E-12
   153   0.603077E-09   0.144994E-12   0.000000E+00  -0.622584E-11   0.738326E-07   0.786851E-10  -0.403454E-12
   154   0.607413E-09   0.144146E-12   0.000000E+00  -0.622073E-11   0.734106E-07   0.779947E-10  -0.399066E-12
   155   0.611718E-09   0.143243E-12   0.000000E+00  -0.621224E-11   0.729921E-07   0.773149E-10  -0.393792E-12
   156   0.615993E-09   0.142288E-12   0.000000E+00  -0.620035E-11   0.725772E-07   0.766450E-10  -0.387690E-12
   157   0.620235E-09   0.141281E-12   0.000000E+00  -0.618502E-11   0.721659E-07   0.759846E-10  -0.380818E-12
   158   0.624445E-09   0.140226E-12   0.000000E+00  -0.616622E-11   0.717584E-07   0.753331E-10  -0.373254E-12
   159   0.628621E-09   0.139123E-12   0.000000E+00  -0.614392E-11   0.713546E-07   0.746901E-10  -0.365154E-12
   160   0.632762E-09   0.137975E-12   0.000000E+00  -0.611810E-11   0.709544E-07   0.740553E-10  -0.356695E-12
   161   0.636865E-09   0.136784E-12   0.000000E+00  -0.608872E-11   0.705578E-07   0.734282E-10  -0.348054E-12
   162   0.640929E-09   0.135552E-12   0.000000E+00  -0.605577E-11   0.701647E-07   0.728084E-10  -0.339406E-12
   163   0.644953E-09   0.134283E-12   0.000000E+00  -0.601920E-11   0.697752E-07   0.721956E-10  -0.330928E-12
   164   0.648934E-09   0.132977E-12   0.000000E+00  -0.597901E-11   0.693890E-07   0.715892E-10  -0.322796E-12
   165   0.652872E-09   0.131637E-12   0.000000E+00  -0.593516E-11   0.690061E-07   0.709891E-10  -0.315159E-12
   166   0.656765E-09   0.130266E-12   0.000000E+00  -0.588764E-11   0.686266E-07   0.703950E-10  -0.308063E-12
   167   0.660612E-09   0.128867E-12   0.000000E+00  -0.583643E-11   0.682502E-07   0.698068E-10  -0.301528E-12
   168   0.664412E-09   0.127443E-12   0.000000E+00  -0.578154E-11   0.678769E-07   0.692243E-10  -0.295571E-12
   169   0.668164E-09   0.125997E-12   0.000000E+00  -0.572295E-11   0.675067E-07   0.686475E-10  -0.290213E-12
   170   0.671867E-09   0.124531E-12   0.000000E+00  -0.566065E-11   0.671394E-07   0.680762E-10  -0.285471E-12
   171   0.675519E-09   0.123049E-12   0.000000E+00  -0.559463E-11   0.667750E-07   0.675103E-10  -0.281366E-12
   172   0.679121E-09   0.121554E-12   0.000000E+00  -0.552489E-11   0.664134E-07   0.669497E-10  -0.277896E-12
   173   0.682670E-09   0.120049E-12   0.000000E+00  -0.545142E-11   0.660546E-07   0.663942E-10  -0.274974E-12
   174   0.686165E-09   0.118537E-12   0.000000E+00  -0.537422E-11   0.656986E-07   0.658436E-10  -0.272493E-12
   175   0.689606E-09   0.117023E-12   0.000000E+00  -0.529331E-11   0.653455E-07   0.652978E-10  -0.270347E-12
   176   0.692991E-09   0.115509E-12   0.000000E+00  -0.520868E-11   0.649953E-07   0.647566E-10  -0.268428E-12
   177   0.696319E-09   0.114000E-12   0.000000E+00  -0.512033E-11   0.646480E-07   0.642198E-10  -0.266630E-12
   178   0.699588E-09   0.112499E-12   0.000000E+00  -0.502827E-11   0.643037E-07   0.636872E-10  -0.264846E-12
   179   0.702798E-09   0.111009E-12   0.000000E+00  -0.493250E-11   0.639623E-07   0.631589E-10  -0.262974E-12
   180   0.705948E-09   0.109535E-12   0.000000E+00  -0.483304E-11   0.636239E-07   0.626352E-10  -0.260941E-12
   181   0.709036E-09   0.108081E-12   0.000000E+00  -0.472991E-11   0.632884E-07   0.621168E-10  -0.258675E-12
   182   0.712062E-09   0.106651E-12   0.000000E+00  -0.462312E-11   0.629557E-07   0.616043E-10  -0.256108E-12
   183   0.715025E-09   0.105248E-12   0.000000E+00  -0.451269E-11   0.626260E-07   0.610983E-10  -0.253169E-12
   184   0.717923E-09   0.103877E-12   0.000000E+00  -0.439865E-11   0.622992E-07   0.605995E-10  -0.249790E-12
   185   0.720756E-09   0.102543E-12   0.000000E+00  -0.428099E-11   0.619752E-07   0.601084E-10  -0.245901E-12
   186   0.723522E-09   0.101249E-12   0.000000E+00  -0.415976E-11   0.616539E-07   0.596254E-10  -0.241452E-12
   187   0.726221E-09   0.999991E-13   0.000000E+00  -0.403497E-11   0.613355E-07   0.591496E-10  -0.236469E-12
   188   0.728852E-09   0.987987E-13   0.000000E+00  -0.390666E-11   0.610196E-07   0.586800E-10  -0.230997E-12
   189   0.731413E-09   0.976520E-13   0.000000E+00  -0.377485E-11   0.607063E-07   0.582155E-10  -0.225083E-12
   190   0.733904E-09   0.965636E-13   0.000000E+00  -0.363958E-11   0.603954E-07   0.577549E-10  -0.218770E-12
   191   0.736324E-09   0.955378E-13   0.000000E+00  -0.350089E-11   0.600869E-07   0.572972E-10  -0.212105E-12
   192   0.738671E-09   0.945793E-13   0.000000E+00  -0.335879E-11   0.597806E-07   0.568413E-10  -0.205132E-12
   193   0.740944E-09   0.936926E-13   0.000000E+00  -0.321332E-11   0.594765E-07   0.563865E-10  -0.197903E-12
   194   0.743144E-09   0.928825E-13   0.000000E+00  -0.306454E-11   0.591745E-07   0.559332E-10  -0.190484E-12
   195   0.745269E-09   0.921538E-13   0.000000E+00  -0.291248E-11   0.588749E-07   0.554823E-10  -0.182950E-12
   196   0.747319E-09   0.915113E-13   0.000000E+00  -0.275720E-11   0.585777E-07   0.550349E-10  -0.175371E-12
   197   0.749294E-09   0.909600E-13   0.000000E+00  -0.259874E-11   0.582828E-07   0.545917E-10  -0.167822E-12
   198   0.751194E-09   0.905047E-13   0.000000E+00  -0.243715E-11   0.579905E-07   0.541536E-10  -0.160375E-12
   199   0.753016E-09   0.901502E-13   0.000000E+00  -0.227247E-11   0.577008E-07   0.537215E-10  -0.153102E-12
   200   0.754762E-09   0.899013E-13   0.000000E+00  -0.210477E-11   0.574137E-07   0.532961E-10  -0.146065E-12
   201   0.756430E-09   0.897631E-13   0.000000E+00  -0.193408E-11   0.571291E-07   0.528763E-10  -0.139282E-12
   202   0.758019E-09   0.897404E-13   0.000000E+00  -0.176048E-11   0.568470E-07   0.524608E-10  -0.132760E-12
   203   0.759526E-09   0.898382E-13   0.000000E+00  -0.158400E-11   0.565671E-07   0.520486E-10  -0.126505E-12
   204   0.760952E-09   0.900614E-13   0.000000E+00  -0.140471E-11   0.562894E-07   0.516382E-10  -0.120524E-12
   205   0.762293E-09   0.904150E-13   0.000000E+00  -0.122267E-11   0.560137E-07   0.512284E-10  -0.114823E-12
   206   0.763550E-09   0.909038E-13   0.000000E+00  -0.103793E-11   0.557400E-07   0.508179E-10  -0.109410E-12
   207   0.764721E-09   0.915329E-13   0.000000E+00  -0.850541E-12   0.554681E-07   0.504060E-10  -0.104283E-12
   208   0.765805E-09   0.923072E-13   0.000000E+00  -0.660584E-12   0.551980E-07   0.499936E-10  -0.994146E-13
   209   0.766806E-09   0.932315E-13   0.000000E+00  -0.468131E-12   0.549297E-07   0.495819E-10  -0.947681E-13
   210   0.767722E-09   0.943109E-13   0.000000E+00  -0.273257E-12   0.546634E-07   0.491725E-10  -0.903078E-13
   211   0.768554E-09   0.955504E-13   0.000000E+00  -0.760358E-13   0.543990E-07   0.487666E-10  -0.859978E-13
   212   0.769304E-09   0.969547E-13   0.000000E+00   0.123457E-12   0.541366E-07   0.483656E-10  -0.818022E-13
   213   0.769972E-09   0.985289E-13   0.000000E+00   0.325147E-12   0.538762E-07   0.479709E-10  -0.776851E-13
   214   0.770559E-09   0.100278E-12   0.000000E+00   0.528959E-12   0.536178E-07   0.475833E-10  -0.736105E-13
   215   0.771065E-09   0.102206E-12   0.000000E+00   0.734814E-12   0.533615E-07   0.472023E-10  -0.695418E-13
   216   0.771488E-09   0.104319E-12   0.000000E+00   0.942632E-12   0.531072E-07   0.468266E-10  -0.654425E-13
   217   0.771828E-09   0.106621E-12   0.000000E+00   0.115233E-11   0.528550E-07   0.464551E-10  -0.612760E-13
   218   0.772085E-09   0.109116E-12   0.000000E+00   0.136384E-11   0.526049E-07   0.460866E-10  -0.570057E-13
   219   0.772258E-09   0.111810E-12   0.000000E+00   0.157707E-11   0.523568E-07   0.457200E-10  -0.525950E-13
   220   0.772346E-09   0.114707E-12   0.000000E+00   0.179195E-11   0.521108E-07   0.453542E-10  -0.480072E-13
   221   0.772350E-09   0.117811E-12   0.000000E+00   0.200838E-11   0.518668E-07   0.449883E-10  -0.432144E-13
   222   0.772268E-09   0.121128E-12   0.000000E+00   0.222630E-11   0.516249E-07   0.446229E-10  -0.382230E-13
   223   0.772101E-09   0.124661E-12   0.000000E+00   0.244560E-11   0.513849E-07   0.442589E-10  -0.330477E-13
   224   0.771850E-09   0.128415E-12   0.000000E+00   0.266621E-11   0.511468E-07   0.438974E-10  -0.277035E-13
   225   0.771515E-09   0.132393E-12   0.000000E+00   0.288802E-11   0.509106E-07   0.435392E-10  -0.222053E-13
   226   0.771095E-09   0.136601E-12   0.000000E+00   0.311096E-11   0.506761E-07   0.431853E-10  -0.165680E-13
   227   0.770591E-09   0.141043E-12   0.000000E+00   0.333493E-11   0.504434E-07   0.428366E-10  -0.108065E-13
   228   0.770003E-09   0.145722E-12   0.000000E+00   0.355984E-11   0.502123E-07   0.424938E-10  -0.493637E-14
   229   0.769332E-09   0.150643E-12   0.000000E+00   0.378560E-11   0.499829E-07   0.421561E-10   0.102387E-14
   230   0.768577E-09   0.155810E-12   0.000000E+00   0.401212E-11   0.497551E-07   0.418227E-10   0.705502E-14
   231   0.767739E-09   0.161225E-12   0.000000E+00   0.423930E-11   0.495290E-07   0.414925E-10   0.131379E-13
